case_id,question,context_count,citations_count,expected_documents,retrieved_documents,error,answer_relevancy,context_precision,context_recall,faithfulness
gitlab-acquisition-integration-extra-2,"What does the Acquisition Integration page say about Importantly, each integration will have an executive sponsor from the E-Group as well as t?",5,3,content/handbook/acquisitions/acquisition-process/integration.md,content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/integration.md,,0.4913730119752353,0.9999999999,1.0,1.0
gitlab-acquisition-integration-extra-3,"What does the Acquisition Integration page say about Examples of areas and tasks, some of which are determined by deal structure and deal docum?",5,3,content/handbook/acquisitions/acquisition-process/integration.md,content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md,,0.0,0.699999999965,1.0,0.6666666666666666
gitlab-gitlab-alliances-handbook-extra-1,"What does the GitLab Alliances Handbook page say about commitment to helping customers and partners succeed - how we contribute our time, technol?",5,3,content/handbook/alliances/_index.md,content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md,,0.7068793350925863,0.9999999999,1.0,
gitlab-gitlab-alliances-handbook-extra-2,What does the GitLab Alliances Handbook page say about look forward to working with you - to build and deliver the solutions that delight custome?,5,3,content/handbook/alliances/_index.md,content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md,,0.783564222333387,0.9999999999,1.0,0.6666666666666666
gitlab-gitlab-alliances-handbook-extra-3,What does the GitLab Alliances Handbook page say about Team Members: Please visit the internal Alliance Handbook Page for additional information?,5,3,content/handbook/alliances/_index.md,content/handbook/alliances/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/_index.md,,0.8316864358378474,0.9999999999,1.0,0.8
gitlab-gitlab-integration-instructions-extra-1,"What does the GitLab Integration Instructions page say about Once these steps along with the product integration have been completed, the last step is?",5,3,content/handbook/alliances/integration-instructions.md,content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md,,0.6494752348284252,0.7499999999625,1.0,1.0
gitlab-gitlab-integration-instructions-extra-2,"What does the GitLab Integration Instructions page say about Once you have the above items, follow these steps to add yourself to the Partners page:?",5,3,content/handbook/alliances/integration-instructions.md,content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md,,0.7246523913968396,0.8874999999778125,1.0,1.0
gitlab-gitlab-integration-instructions-extra-3,What does the GitLab Integration Instructions page say about Choose the app's category accordingly?,5,3,content/handbook/alliances/integration-instructions.md,content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md,,0.7094317840396069,0.99999999995,1.0,
gitlab-board-of-directors-and-corporate-governance-extra-1,"What does the Board of Directors and Corporate Governance page say about is intended to capture GitLab Board practices, but we evolve these over time and the page?",5,3,content/handbook/board-meetings/_index.md,content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md,,0.0,0.9999999999,1.0,1.0
gitlab-board-of-directors-and-corporate-governance-extra-2,What does the Board of Directors and Corporate Governance page say about the documented process?,5,3,content/handbook/board-meetings/_index.md,content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md,,0.7652214533088403,0.0,0.0,1.0
gitlab-board-of-directors-and-corporate-governance-extra-3,What does the Board of Directors and Corporate Governance page say about Staff EBA to the CFO is the DRI of scheduling the quarterly Audit Committee meeting in con?,5,3,content/handbook/board-meetings/_index.md,content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md,,0.8219325170739268,0.9999999999,1.0,1.0
gitlab-it-enterprise-applications-extra-1,"What does the IT Enterprise Applications page say about Provide a stable, secure, compliant and highly integrated solutions ecosystem to empower b?",5,3,content/handbook/business-technology/_index.md,content/handbook/business-technology/_index.md;content/handbook/business-technology/enterprise-applications/_index.md;content/handbook/business-technology/_index.md;content/handbook/business-technology/enterprise-applications/integrations/_index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md,,0.750433062540316,0.9999999999,1.0,
gitlab-it-enterprise-applications-extra-2,What does the IT Enterprise Applications page say about the documented process?,5,3,content/handbook/business-technology/_index.md,content/handbook/business-technology/entapps-documentation/procedures/_index.md;content/handbook/business-technology/entapps-documentation/procedures/_index.md;content/handbook/business-technology/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md,,0.9367156918341005,0.0,0.0,0.8181818181818182
gitlab-infrastructure-reference-links-extra-1,What does the Infrastructure Reference Links page say about Each issue and epic gets mapped to the milestone for the time period that most of the work?,5,3,content/handbook/business-technology/engineering/infrastructure/reference-links.md,content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md,,0.9166270900936128,0.9999999999,1.0,1.0
gitlab-infrastructure-reference-links-extra-2,What does the Infrastructure Reference Links page say about Monthly Milestones - BT Infra 2021-07 - BT Infra 2021-08 - BT Infra 2021-09 - BT Infra 202?,5,3,content/handbook/business-technology/engineering/infrastructure/reference-links.md,content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md,,0.7802208109318766,0.99999999995,1.0,1.0
gitlab-infrastructure-reference-links-extra-3,What does the Infrastructure Reference Links page say about gitlab?,5,3,content/handbook/business-technology/engineering/infrastructure/reference-links.md,content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md,,0.7379470947447718,0.9999999999,1.0,1.0
gitlab-application-accessibility-extra-1,What does the Application Accessibility page say about GitLab CorpSec and Enterprise Applications teams are committed to ensuring accessibility a?,5,3,content/handbook/business-technology/entapps-documentation/application-accessibility.md,content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/enterprise-applications/_index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md;content/handbook/business-technology/enterprise-applications/_index.md;content/handbook/business-technology/_index.md,,0.9439375036334989,0.9999999999,1.0,1.0
gitlab-application-accessibility-extra-2,What does the Application Accessibility page say about CorpSec and Security Engineering has all of MacOS's accessibility features enabled by defa?,5,3,content/handbook/business-technology/entapps-documentation/application-accessibility.md,content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md,,0.9551351104484794,0.9999999999,1.0,1.0
gitlab-application-accessibility-extra-3,What does the Application Accessibility page say about the documented process?,5,3,content/handbook/business-technology/entapps-documentation/application-accessibility.md,content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md,,0.0,0.19999999998,1.0,0.875
gitlab-business-continuity-plan-extra-1,What does the Business Continuity Plan page say about Business Continuity Plan is the process involved in creating a system of prevention and re?,5,3,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,,0.7363435427867836,0.9999999999,1.0,
gitlab-business-continuity-plan-extra-2,What does the Business Continuity Plan page say about Procedures can be found here in the event that an incident needs to be escalated within Gi?,5,3,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,,0.7850097492366929,0.9999999999,1.0,1.0
gitlab-business-continuity-plan-extra-3,What does the Business Continuity Plan page say about Individual system outages should be escalated to system owners per the Tech Stack?,5,3,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,,0.7280051797336995,0.99999999998,1.0,1.0
gitlab-enterprise-applications-crm-team-extra-1,"What does the Enterprise Applications - CRM Team page say about mission is to deliver a robust, end-to-end solution that streamlines and enhances the cust?",5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md,,0.8531683583932322,0.7499999999625,1.0,0.8888888888888888
gitlab-enterprise-applications-crm-team-extra-2,What does the Enterprise Applications - CRM Team page say about Learn more about our team and roles in supporting GitLab's enterprise applications?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md;content/handbook/business-technology/enterprise-applications/_index.md,,0.8013650376494174,0.7499999999625,1.0,
gitlab-enterprise-applications-crm-team-extra-3,"What does the Enterprise Applications - CRM Team page say about Seamlessly integrate Salesforce and Zuora, ensuring cohesive operations between CRM and su?",5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md,,0.9477199150798103,0.3333333333,1.0,
gitlab-finance-systems-access-requests-extra-1,What does the Finance Systems Access Requests page say about Many finance systems that are provisioned are also considered a SOX system and are subject?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,,0.8897193120549766,0.9999999999,1.0,1.0
gitlab-finance-systems-access-requests-extra-2,What does the Finance Systems Access Requests page say about finance systems admin team goes through additional procedures when handling Access Request?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,,0.9685221858497787,0.9999999999666667,1.0,1.0
gitlab-finance-systems-access-requests-extra-3,What does the Finance Systems Access Requests page say about Adaptive Insights - Avalara - Coupa - Navan - NetSuite - Stripe - Zuora Billing - Zuora Re?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,,0.6385477195469508,0.9999999999,1.0,1.0
gitlab-quote-to-cash-documentation-extra-1,"What does the Quote to Cash Documentation page say about This spreadsheet provides a mapping of fields from the data models of Zuora Billing, Custo?",5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/entity-relationship-diagrams.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/entity-relationship-diagrams.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/entity-relationship-diagrams.md,,0.7172754031491885,0.9999999999,1.0,0.8571428571428571
gitlab-quote-to-cash-documentation-extra-2,What does the Quote to Cash Documentation page say about enterprise-apps - business-technology - bt-finance-operations - financesystemshelp - bt-in?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md,,0.0,0.0,0.0,1.0
gitlab-troubleshooting-true-ups-licenses-eulas-extra-1,"What does the Troubleshooting: True Ups, Licenses + EULAs page say about Resources for Prospects who are trialing and need direction - Get started with GitLab - Gi?",5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md,,0.8124437865873763,0.9999999999,1.0,1.0
gitlab-troubleshooting-true-ups-licenses-eulas-extra-2,"What does the Troubleshooting: True Ups, Licenses + EULAs page say about true-up is a back payment for a customer going over their license count during the previou?",5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md,,0.7829398168635752,0.99999999995,1.0,1.0
